# MD Simulation - NVT Ensemble
# Timestep: 0.1 fs
#     Step     Time(fs)      Temp(K)          KE(Ha)          PE(Ha)          TE(Ha)
       437       43.700       747.34      0.07810051   -756.76854810   -756.69044759
       438       43.800       784.72      0.08200732   -756.76949236   -756.68748504
       439       43.900       818.04      0.08548912   -756.77045216   -756.68496304
       440       44.000       856.41      0.08949943   -756.77140515   -756.68190572
       441       44.100       879.04      0.09186368   -756.77232752   -756.68046384
       442       44.200       903.05      0.09437337   -756.77317898   -756.67880561
       443       44.300       912.02      0.09531036   -756.77392327   -756.67861291
       444       44.400       929.44      0.09713093   -756.77451469   -756.67738376
       445       44.500       948.56      0.09912855   -756.77491482   -756.67578627
       446       44.600       958.04      0.10012021   -756.77507838   -756.67495817
       447       44.700       949.26      0.09920206   -756.77496101   -756.67575895
       448       44.800       922.54      0.09640961   -756.77453270   -756.67812309
       449       44.900       886.06      0.09259703   -756.77378452   -756.68118749
       450       45.000       849.31      0.08875727   -756.77273343   -756.68397616
       451       45.100       797.77      0.08337094   -756.77141928   -756.68804833
       452       45.200       733.48      0.07665212   -756.76992779   -756.69327567
       453       45.300       687.65      0.07186322   -756.76838821   -756.69652499
       454       45.400       640.42      0.06692688   -756.76692111   -756.69999423
       455       45.500       600.50      0.06275533   -756.76568357   -756.70292825
       456       45.600       572.11      0.05978863   -756.76482019   -756.70503156
       457       45.700       561.13      0.05864038   -756.76444526   -756.70580488
       458       45.800       566.60      0.05921192   -756.76462039   -756.70540847
       459       45.900       594.08      0.06208378   -756.76534467   -756.70326089
       460       46.000       629.69      0.06580563   -756.76655614   -756.70075051
       461       46.100       682.27      0.07130085   -756.76813156   -756.69683071
       462       46.200       738.22      0.07714752   -756.76992845   -756.69278093
       463       46.300       800.72      0.08367926   -756.77178425   -756.68810499
       464       46.400       856.77      0.08953646   -756.77356015   -756.68402369
       465       46.500       906.44      0.09472725   -756.77513540   -756.68040816
       466       46.600       960.09      0.10033435   -756.77643186   -756.67609751
       467       46.700       991.09      0.10357328   -756.77741226   -756.67383898
       468       46.800      1019.57      0.10654984   -756.77805610   -756.67150626
       469       46.900      1021.09      0.10670902   -756.77837622   -756.67166720
       470       47.000      1020.21      0.10661724   -756.77839897   -756.67178172
       471       47.100      1013.43      0.10590847   -756.77816436   -756.67225589
       472       47.200       995.58      0.10404319   -756.77771314   -756.67366995
       473       47.300       973.93      0.10178016   -756.77708874   -756.67530858
       474       47.400       941.14      0.09835352   -756.77633054   -756.67797702
       475       47.500       901.61      0.09422215   -756.77547781   -756.68125566
       476       47.600       875.37      0.09148052   -756.77456533   -756.68308481
       477       47.700       828.55      0.08658729   -756.77361002   -756.68702273
       478       47.800       792.48      0.08281829   -756.77264567   -756.68982738
       479       47.900       752.47      0.07863702   -756.77168388   -756.69304686
       480       48.000       713.60      0.07457488   -756.77074329   -756.69616841
       481       48.100       682.58      0.07133252   -756.76983807   -756.69850555
       482       48.200       648.30      0.06775028   -756.76897752   -756.70122724
       483       48.300       617.54      0.06453601   -756.76817790   -756.70364188
       484       48.400       594.21      0.06209803   -756.76745158   -756.70535355
       485       48.500       563.92      0.05893275   -756.76680886   -756.70787611
       486       48.600       545.01      0.05695582   -756.76626921   -756.70931338
       487       48.700       533.69      0.05577339   -756.76584167   -756.71006828
       488       48.800       523.28      0.05468507   -756.76553701   -756.71085193
       489       48.900       516.57      0.05398416   -756.76536759   -756.71138343
       490       49.000       511.97      0.05350293   -756.76534365   -756.71184072
       491       49.100       516.65      0.05399261   -756.76547315   -756.71148054
       492       49.200       525.31      0.05489726   -756.76576131   -756.71086405
       493       49.300       533.20      0.05572199   -756.76621012   -756.71048812
       494       49.400       544.31      0.05688251   -756.76681590   -756.70993340
       495       49.500       558.05      0.05831892   -756.76757186   -756.70925294
       496       49.600       587.21      0.06136605   -756.76846675   -756.70710070
       497       49.700       622.77      0.06508219   -756.76949320   -756.70441102
       498       49.800       661.26      0.06910528   -756.77063339   -756.70152811
       499       49.900       690.99      0.07221160   -756.77186062   -756.69964903
       500       50.000       732.54      0.07655360   -756.77313349   -756.69657989
       501       50.100       780.89      0.08160646   -756.77442318   -756.69281672
       502       50.200       816.54      0.08533237   -756.77568991   -756.69035755
       503       50.300       845.26      0.08833411   -756.77687408   -756.68853997
       504       50.400       885.84      0.09257408   -756.77792009   -756.68534601
       505       50.500       920.58      0.09620487   -756.77878112   -756.68257625
       506       50.600       936.88      0.09790882   -756.77939651   -756.68148769
       507       50.700       945.14      0.09877121   -756.77970807   -756.68093687
       508       50.800       944.76      0.09873183   -756.77967093   -756.68093909
       509       50.900       923.72      0.09653265   -756.77925061   -756.68271796
       510       51.000       891.32      0.09314728   -756.77843440   -756.68528712
       511       51.100       848.16      0.08863663   -756.77723569   -756.68859906
       512       51.200       795.72      0.08315648   -756.77569882   -756.69254234
       513       51.300       736.90      0.07701000   -756.77390631   -756.69689631
       514       51.400       672.22      0.07024994   -756.77197985   -756.70172991
       515       51.500       604.02      0.06312314   -756.77008115   -756.70695801
       516       51.600       548.42      0.05731199   -756.76839799   -756.71108600
       517       51.700       506.46      0.05292763   -756.76709779   -756.71417015
       518       51.800       480.41      0.05020542   -756.76632616   -756.71612073
       519       51.900       470.60      0.04918030   -756.76617844   -756.71699813
       520       52.000       488.11      0.05100984   -756.76667876   -756.71566893
       521       52.100       524.50      0.05481310   -756.76777503   -756.71296193
       522       52.200       575.91      0.06018557   -756.76934969   -756.70916411
       523       52.300       639.52      0.06683320   -756.77123679   -756.70440359
       524       52.400       698.98      0.07304661   -756.77325405   -756.70020744
       525       52.500       768.84      0.08034762   -756.77521331   -756.69486569
       526       52.600       839.03      0.08768233   -756.77697831   -756.68929597
       527       52.700       884.15      0.09239811   -756.77843791   -756.68603980
       528       52.800       906.28      0.09471055   -756.77950824   -756.68479769
       529       52.900       922.64      0.09642022   -756.78016207   -756.68374186
       530       53.000       923.44      0.09650385   -756.78041217   -756.68390832
       531       53.100       917.60      0.09589346   -756.78028968   -756.68439622
       532       53.200       912.78      0.09539004   -756.77983982   -756.68444977
       533       53.300       878.84      0.09184324   -756.77911039   -756.68726715
       534       53.400       841.55      0.08794583   -756.77816804   -756.69022222
       535       53.500       803.43      0.08396216   -756.77707413   -756.69311197
       536       53.600       764.19      0.07986112   -756.77588453   -756.69602341
       537       53.700       723.48      0.07560673   -756.77465056   -756.69904383
       538       53.800       681.43      0.07121262   -756.77341881   -756.70220618
       539       53.900       634.57      0.06631546   -756.77223072   -756.70591526
       540       54.000       587.64      0.06141145   -756.77112671   -756.70971525
       541       54.100       547.82      0.05724944   -756.77013688   -756.71288744
       542       54.200       516.77      0.05400493   -756.76927900   -756.71527407
       543       54.300       486.40      0.05083118   -756.76856425   -756.71773307
       544       54.400       462.94      0.04837977   -756.76800539   -756.71962562
       545       54.500       445.84      0.04659253   -756.76760691   -756.72101438
       546       54.600       444.26      0.04642755   -756.76737006   -756.72094252
       547       54.700       449.10      0.04693294   -756.76729079   -756.72035785
       548       54.800       452.77      0.04731615   -756.76736600   -756.72004985
       549       54.900       462.01      0.04828231   -756.76759167   -756.71930936
       550       55.000       477.73      0.04992518   -756.76796166   -756.71803648
       551       55.100       493.97      0.05162206   -756.76846899   -756.71684693
       552       55.200       513.48      0.05366071   -756.76910408   -756.71544337
       553       55.300       544.74      0.05692780   -756.76985675   -756.71292895
       554       55.400       576.44      0.06024029   -756.77072055   -756.71048026
       555       55.500       614.52      0.06422056   -756.77168108   -756.70746051
       556       55.600       649.15      0.06783896   -756.77272435   -756.70488539
       557       55.700       683.84      0.07146455   -756.77382693   -756.70236238
       558       55.800       710.35      0.07423484   -756.77496413   -756.70072929
       559       55.900       748.44      0.07821579   -756.77610238   -756.69788659
       560       56.000       774.21      0.08090888   -756.77721789   -756.69630901
       561       56.100       797.05      0.08329552   -756.77826355   -756.69496803
       562       56.200       824.64      0.08617866   -756.77919797   -756.69301931
       563       56.300       838.63      0.08764133   -756.77997871   -756.69233738
       564       56.400       847.65      0.08858343   -756.78055435   -756.69197092
       565       56.500       853.92      0.08923883   -756.78088158   -756.69164275
       566       56.600       848.45      0.08866660   -756.78092126   -756.69225466
       567       56.700       830.70      0.08681192   -756.78064449   -756.69383257
       568       56.800       806.55      0.08428781   -756.78004074   -756.69575293
       569       56.900       776.87      0.08118666   -756.77912195   -756.69793529
       570       57.000       731.68      0.07646390   -756.77792755   -756.70146366
       571       57.100       681.85      0.07125643   -756.77654134   -756.70528491
       572       57.200       633.24      0.06617658   -756.77507765   -756.70890106
       573       57.300       593.35      0.06200790   -756.77367086   -756.71166297
       574       57.400       556.23      0.05812904   -756.77245947   -756.71433043
       575       57.500       522.96      0.05465172   -756.77158599   -756.71693427
       576       57.600       509.39      0.05323338   -756.77116603   -756.71793264
       577       57.700       500.92      0.05234886   -756.77125389   -756.71890503
       578       57.800       522.41      0.05459439   -756.77184751   -756.71725313
       579       57.900       551.06      0.05758873   -756.77288827   -756.71529954
       580       58.000       599.18      0.06261741   -756.77426130   -756.71164388
       581       58.100       652.98      0.06823980   -756.77583823   -756.70759843
       582       58.200       699.48      0.07309906   -756.77747184   -756.70437278
       583       58.300       746.14      0.07797526   -756.77902084   -756.70104558
       584       58.400       786.24      0.08216569   -756.78038630   -756.69822061
       585       58.500       829.07      0.08664142   -756.78149718   -756.69485576
       586       58.600       858.15      0.08968065   -756.78232138   -756.69264073
       587       58.700       879.50      0.09191222   -756.78284148   -756.69092925
       588       58.800       887.56      0.09275411   -756.78306690   -756.69031278
       589       58.900       891.48      0.09316358   -756.78302043   -756.68985685
       590       59.000       878.46      0.09180298   -756.78273514   -756.69093217
       591       59.100       859.13      0.08978276   -756.78225213   -756.69246937
       592       59.200       832.02      0.08695021   -756.78161403   -756.69466382
       593       59.300       807.26      0.08436226   -756.78086438   -756.69650211
       594       59.400       779.93      0.08150664   -756.78003815   -756.69853151
       595       59.500       735.69      0.07688344   -756.77916888   -756.70228544
       596       59.600       702.01      0.07336294   -756.77829751   -756.70493456
       597       59.700       659.65      0.06893643   -756.77744328   -756.70850684
       598       59.800       630.17      0.06585591   -756.77663601   -756.71078009
       599       59.900       604.99      0.06322456   -756.77588807   -756.71266351
       600       60.000       576.16      0.06021163   -756.77521499   -756.71500336
       601       60.100       551.19      0.05760216   -756.77463584   -756.71703368
       602       60.200       527.89      0.05516668   -756.77416520   -756.71899852
       603       60.300       513.56      0.05366912   -756.77381810   -756.72014897
       604       60.400       512.79      0.05358900   -756.77360508   -756.72001608
       605       60.500       504.64      0.05273720   -756.77353523   -756.72079803
       606       60.600       508.89      0.05318187   -756.77362096   -756.72043909
       607       60.700       512.16      0.05352298   -756.77386954   -756.72034656
       608       60.800       522.83      0.05463834   -756.77428408   -756.71964574
       609       60.900       541.22      0.05656002   -756.77486484   -756.71830482
       610       61.000       564.02      0.05894303   -756.77560738   -756.71666435
       611       61.100       589.06      0.06156008   -756.77649890   -756.71493882
       612       61.200       623.76      0.06518611   -756.77751887   -756.71233276
       613       61.300       657.07      0.06866699   -756.77864517   -756.70997818
       614       61.400       698.64      0.07301155   -756.77983971   -756.70682816
       615       61.500       741.32      0.07747143   -756.78106646   -756.70359502
       616       61.600       784.36      0.08196943   -756.78227649   -756.70030705
       617       61.700       809.38      0.08458440   -756.78341481   -756.69883041
       618       61.800       848.34      0.08865511   -756.78441648   -756.69576138
       619       61.900       864.98      0.09039506   -756.78523472   -756.69483967
       620       62.000       890.69      0.09308185   -756.78580711   -756.69272526
       621       62.100       909.37      0.09503359   -756.78609222   -756.69105862
       622       62.200       893.03      0.09332583   -756.78604715   -756.69272132
       623       62.300       871.51      0.09107714   -756.78564964   -756.69457251
       624       62.400       831.44      0.08688976   -756.78490409   -756.69801433
       625       62.500       783.75      0.08190613   -756.78384364   -756.70193751
       626       62.600       735.06      0.07681735   -756.78252889   -756.70571154
       627       62.700       674.54      0.07049281   -756.78104420   -756.71055139
       628       62.800       627.74      0.06560184   -756.77951335   -756.71391152
       629       62.900       566.90      0.05924357   -756.77805281   -756.71880924
       630       63.000       529.27      0.05531095   -756.77682116   -756.72151021
       631       63.100       503.29      0.05259611   -756.77592490   -756.72332879
       632       63.200       496.28      0.05186333   -756.77545811   -756.72359478
       633       63.300       497.69      0.05201120   -756.77547164   -756.72346044
       634       63.400       510.34      0.05333302   -756.77596976   -756.72263674
       635       63.500       543.06      0.05675243   -756.77690082   -756.72014839
       636       63.600       584.76      0.06111029   -756.77817674   -756.71706645
       637       63.700       630.55      0.06589601   -756.77967499   -756.71377899
       638       63.800       679.78      0.07104001   -756.78126398   -756.71022397
       639       63.900       738.05      0.07712972   -756.78282252   -756.70569280
       640       64.000       774.07      0.08089392   -756.78425506   -756.70336114
       641       64.100       812.88      0.08494977   -756.78546807   -756.70051830
       642       64.200       840.94      0.08788240   -756.78642036   -756.69853796
       643       64.300       861.63      0.09004398   -756.78708457   -756.69704059
       644       64.400       872.82      0.09121395   -756.78745610   -756.69624215
       645       64.500       873.45      0.09128000   -756.78754372   -756.69626371
       646       64.600       862.80      0.09016684   -756.78736939   -756.69720256
       647       64.700       829.13      0.08664753   -756.78696446   -756.70031693
       648       64.800       793.07      0.08288009   -756.78637368   -756.70349359
       649       64.900       766.19      0.08007054   -756.78564134   -756.70557080
       650       65.000       736.75      0.07699387   -756.78480428   -756.70781041
       651       65.100       706.11      0.07379142   -756.78390319   -756.71011177
       652       65.200       672.23      0.07025078   -756.78297637   -756.71272559
       653       65.300       635.17      0.06637784   -756.78206302   -756.71568518
       654       65.400       602.85      0.06300105   -756.78120125   -756.71820019
       655       65.500       576.69      0.06026683   -756.78042012   -756.72015330
       656       65.600       549.75      0.05745199   -756.77974603   -756.72229404
       657       65.700       522.80      0.05463521   -756.77920368   -756.72456847
       658       65.800       500.57      0.05231149   -756.77881459   -756.72650310
       659       65.900       493.65      0.05158919   -756.77859176   -756.72700257
       660       66.000       480.02      0.05016439   -756.77853944   -756.72837505
       661       66.100       489.20      0.05112416   -756.77866238   -756.72753822
       662       66.200       491.16      0.05132882   -756.77895702   -756.72762820
       663       66.300       502.19      0.05248145   -756.77941435   -756.72693290
       664       66.400       525.96      0.05496525   -756.78002252   -756.72505726
       665       66.500       547.67      0.05723405   -756.78076856   -756.72353451
       666       66.600       567.58      0.05931496   -756.78162735   -756.72231239
       667       66.700       602.29      0.06294246   -756.78257053   -756.71962807
       668       66.800       633.33      0.06618594   -756.78357942   -756.71739348
       669       66.900       669.25      0.06993964   -756.78461751   -756.71467788
       670       67.000       701.57      0.07331790   -756.78565339   -756.71233549
       671       67.100       736.26      0.07694267   -756.78664690   -756.70970423
       672       67.200       765.40      0.07998804   -756.78756110   -756.70757306
       673       67.300       796.23      0.08321030   -756.78835369   -756.70514339
       674       67.400       816.20      0.08529682   -756.78898593   -756.70368911
       675       67.500       822.40      0.08594523   -756.78941631   -756.70347108
       676       67.600       832.22      0.08697096   -756.78960984   -756.70263888
       677       67.700       820.81      0.08577807   -756.78954118   -756.70376311
       678       67.800       803.65      0.08398510   -756.78919604   -756.70521093
       679       67.900       781.03      0.08162160   -756.78857592   -756.70695432
       680       68.000       745.56      0.07791439   -756.78769852   -756.70978413
       681       68.100       700.19      0.07317292   -756.78660849   -756.71343557
       682       68.200       646.64      0.06757724   -756.78537659   -756.71779935
       683       68.300       606.06      0.06333581   -756.78410113   -756.72076532
       684       68.400       566.39      0.05919083   -756.78287435   -756.72368352
       685       68.500       533.33      0.05573593   -756.78180889   -756.72607296
       686       68.600       504.79      0.05275338   -756.78101000   -756.72825662
       687       68.700       488.92      0.05109446   -756.78056827   -756.72947380
       688       68.800       492.36      0.05145426   -756.78053581   -756.72908155
       689       68.900       508.30      0.05312001   -756.78092192   -756.72780191
       690       69.000       530.01      0.05538909   -756.78169404   -756.72630495
       691       69.100       566.69      0.05922153   -756.78277541   -756.72355389
       692       69.200       610.40      0.06378992   -756.78406784   -756.72027792
       693       69.300       651.52      0.06808714   -756.78545731   -756.71737017
       694       69.400       696.04      0.07273981   -756.78682606   -756.71408625
       695       69.500       734.36      0.07674416   -756.78807885   -756.71133469
       696       69.600       762.22      0.07965555   -756.78913733   -756.70948178
       697       69.700       789.67      0.08252481   -756.78995028   -756.70742548
       698       69.800       818.35      0.08552183   -756.79049659   -756.70497476
       699       69.900       828.51      0.08658365   -756.79077048   -756.70418683
       700       70.000       828.46      0.08657768   -756.79077981   -756.70420213
       701       70.100       808.16      0.08445621   -756.79054941   -756.70609319
       702       70.200       797.35      0.08332664   -756.79011977   -756.70679313
       703       70.300       764.55      0.07989897   -756.78952769   -756.70962872
       704       70.400       733.78      0.07668306   -756.78882517   -756.71214211
       705       70.500       692.25      0.07234347   -756.78805428   -756.71571081
       706       70.600       664.70      0.06946467   -756.78726152   -756.71779685
       707       70.700       638.64      0.06674067   -756.78647549   -756.71973481
       708       70.800       609.69      0.06371523   -756.78572563   -756.72201040
       709       70.900       579.69      0.06058053   -756.78504032   -756.72445979
       710       71.000       562.07      0.05873892   -756.78444305   -756.72570413
       711       71.100       544.87      0.05694154   -756.78394346   -756.72700191
       712       71.200       530.50      0.05543982   -756.78355465   -756.72811482
       713       71.300       517.49      0.05408001   -756.78328570   -756.72920568
       714       71.400       509.46      0.05324105   -756.78314200   -756.72990095
       715       71.500       502.67      0.05253161   -756.78312550   -756.73059388
       716       71.600       515.72      0.05389468   -756.78323653   -756.72934184
       717       71.700       520.35      0.05437893   -756.78347365   -756.72909472
       718       71.800       528.31      0.05521114   -756.78382962   -756.72861848
       719       71.900       543.52      0.05680018   -756.78429813   -756.72749795
       720       72.000       556.22      0.05812785   -756.78487066   -756.72674281
       721       72.100       575.68      0.06016125   -756.78553175   -756.72537049
       722       72.200       592.07      0.06187436   -756.78626745   -756.72439309
       723       72.300       613.45      0.06410862   -756.78705415   -756.72294552
       724       72.400       640.32      0.06691690   -756.78787109   -756.72095419
       725       72.500       670.07      0.07002534   -756.78869147   -756.71866612
       726       72.600       696.02      0.07273706   -756.78948430   -756.71674724
       727       72.700       720.61      0.07530741   -756.79021131   -756.71490390
       728       72.800       729.04      0.07618834   -756.79083465   -756.71464632
       729       72.900       739.16      0.07724584   -756.79131294   -756.71406710
       730       73.000       745.43      0.07790068   -756.79161581   -756.71371513
       731       73.100       753.98      0.07879477   -756.79171381   -756.71291903
       732       73.200       753.26      0.07871883   -756.79158329   -756.71286447
       733       73.300       736.74      0.07699260   -756.79120860   -756.71421601
       734       73.400       711.30      0.07433397   -756.79059290   -756.71625893
       735       73.500       675.04      0.07054493   -756.78975935   -756.71921442
       736       73.600       638.38      0.06671427   -756.78875725   -756.72204298
       737       73.700       594.74      0.06215356   -756.78765051   -756.72549695
       738       73.800       551.03      0.05758572   -756.78652841   -756.72894269
       739       73.900       504.71      0.05274408   -756.78548727   -756.73274319
       740       74.000       467.15      0.04881956   -756.78462978   -756.73581022
       741       74.100       440.88      0.04607362   -756.78403524   -756.73796163
       742       74.200       434.34      0.04539089   -756.78375771   -756.73836682
       743       74.300       440.37      0.04602124   -756.78381802   -756.73779679
       744       74.400       450.34      0.04706280   -756.78420557   -756.73714277
       745       74.500       477.58      0.04990912   -756.78487693   -756.73496781
       746       74.600       498.88      0.05213503   -756.78576467   -756.73362964
       747       74.700       541.21      0.05655901   -756.78677486   -756.73021585
       748       74.800       573.73      0.05995735   -756.78783363   -756.72787627
       749       74.900       599.20      0.06261875   -756.78884627   -756.72622752
       750       75.000       631.52      0.06599701   -756.78974252   -756.72374551
       751       75.100       658.48      0.06881417   -756.79048128   -756.72166711
       752       75.200       667.30      0.06973609   -756.79103155   -756.72129546
       753       75.300       676.91      0.07074067   -756.79137592   -756.72063524
       754       75.400       674.04      0.07043997   -756.79151937   -756.72107940
       755       75.500       662.08      0.06919001   -756.79147517   -756.72228516
       756       75.600       656.45      0.06860249   -756.79126542   -756.72266293
       757       75.700       646.56      0.06756883   -756.79091242   -756.72334359
       758       75.800       628.64      0.06569584   -756.79044157   -756.72474573
       759       75.900       606.40      0.06337160   -756.78988257   -756.72651097
       760       76.000       584.47      0.06107991   -756.78926382   -756.72818391
       761       76.100       562.68      0.05880323   -756.78861149   -756.72980826
       762       76.200       535.72      0.05598502   -756.78795135   -756.73196633
       763       76.300       526.45      0.05501640   -756.78731178   -756.73229538
       764       76.400       496.16      0.05185140   -756.78670294   -756.73485155
       765       76.500       476.57      0.04980418   -756.78616143   -756.73635725
       766       76.600       463.98      0.04848851   -756.78570151   -756.73721300
       767       76.700       457.47      0.04780756   -756.78533916   -756.73753161
       768       76.800       453.81      0.04742560   -756.78508700   -756.73766140
       769       76.900       455.38      0.04758929   -756.78495922   -756.73736993
       770       77.000       453.40      0.04738250   -756.78496556   -756.73758306
       771       77.100       452.08      0.04724457   -756.78511150   -756.73786693
       772       77.200       459.31      0.04799989   -756.78540025   -756.73740036
       773       77.300       477.04      0.04985264   -756.78582730   -756.73597466
       774       77.400       501.92      0.05245335   -756.78638756   -756.73393421
       775       77.500       525.89      0.05495762   -756.78706852   -756.73211090
       776       77.600       541.65      0.05660497   -756.78784754   -756.73124257
       777       77.700       576.84      0.06028284   -756.78869063   -756.72840779
       778       77.800       597.10      0.06239958   -756.78957854   -756.72717896
       779       77.900       628.36      0.06566693   -756.79046298   -756.72479606
       780       78.000       656.48      0.06860551   -756.79131098   -756.72270547
       781       78.100       679.87      0.07104977   -756.79207531   -756.72102554
       782       78.200       698.21      0.07296616   -756.79271156   -756.71974540
       783       78.300       719.99      0.07524232   -756.79317579   -756.71793347
       784       78.400       730.08      0.07629735   -756.79343205   -756.71713470
       785       78.500       729.12      0.07619649   -756.79344610   -756.71724961
       786       78.600       717.01      0.07493140   -756.79320028   -756.71826888
       787       78.700       698.20      0.07296525   -756.79269309   -756.71972784
       788       78.800       677.48      0.07080008   -756.79194322   -756.72114314
       789       78.900       648.71      0.06779365   -756.79098385   -756.72319020
       790       79.000       606.02      0.06333178   -756.78987619   -756.72654442
       791       79.100       571.88      0.05976380   -756.78871204   -756.72894824
       792       79.200       525.75      0.05494333   -756.78757656   -756.73263323
       793       79.300       487.13      0.05090713   -756.78658525   -756.73567813
       794       79.400       463.84      0.04847311   -756.78582768   -756.73735457
       795       79.500       446.20      0.04663029   -756.78536752   -756.73873723
       796       79.600       433.04      0.04525428   -756.78524979   -756.73999551
       797       79.700       442.58      0.04625198   -756.78548016   -756.73922818
       798       79.800       459.58      0.04802872   -756.78602969   -756.73800097
       799       79.900       487.02      0.05089543   -756.78683773   -756.73594231
       800       80.000       524.49      0.05481148   -756.78782570   -756.73301422
       801       80.100       554.03      0.05789928   -756.78890834   -756.73100906
       802       80.200       599.18      0.06261746   -756.78998883   -756.72737138
       803       80.300       625.42      0.06535947   -756.79100263   -756.72564316
       804       80.400       663.39      0.06932705   -756.79187604   -756.72254899
       805       80.500       687.33      0.07182916   -756.79257740   -756.72074824
       806       80.600       711.51      0.07435602   -756.79307320   -756.71871718
       807       80.700       724.75      0.07573994   -756.79335400   -756.71761406
       808       80.800       724.90      0.07575555   -756.79341957   -756.71766403
       809       80.900       719.85      0.07522808   -756.79328149   -756.71805340
       810       81.000       703.79      0.07354910   -756.79296116   -756.71941206
       811       81.100       683.74      0.07145409   -756.79248803   -756.72103394
       812       81.200       662.96      0.06928212   -756.79189486   -756.72261274
       813       81.300       638.85      0.06676246   -756.79121428   -756.72445182
       814       81.400       606.40      0.06337185   -756.79048072   -756.72710887
       815       81.500       568.51      0.05941223   -756.78973331   -756.73032108
       816       81.600       542.98      0.05674354   -756.78901057   -756.73226703
       817       81.700       519.08      0.05424584   -756.78833693   -756.73409110
       818       81.800       495.47      0.05177902   -756.78773959   -756.73596057
       819       81.900       485.14      0.05069933   -756.78724564   -756.73654632
       820       82.000       471.07      0.04922854   -756.78686991   -756.73764136
       821       82.100       463.67      0.04845583   -756.78663369   -756.73817786
       822       82.200       467.30      0.04883556   -756.78654849   -756.73771293
       823       82.300       458.66      0.04793218   -756.78662111   -756.73868892
       824       82.400       467.14      0.04881888   -756.78685361   -756.73803473
       825       82.500       480.27      0.05019005   -756.78724361   -756.73705357
       826       82.600       500.24      0.05227711   -756.78778056   -756.73550345
       827       82.700       518.47      0.05418293   -756.78845042   -756.73426749
       828       82.800       535.28      0.05593946   -756.78922768   -756.73328822
       829       82.900       559.00      0.05841819   -756.79008052   -756.73166232
       830       83.000       593.87      0.06206199   -756.79098168   -756.72891969
       831       83.100       614.01      0.06416665   -756.79189994   -756.72773329
       832       83.200       646.57      0.06756990   -756.79278372   -756.72521381
       833       83.300       673.24      0.07035637   -756.79360055   -756.72324419
       834       83.400       690.23      0.07213199   -756.79430335   -756.72217136
       835       83.500       711.38      0.07434299   -756.79484910   -756.72050611
       836       83.600       721.88      0.07543965   -756.79520402   -756.71976437
       837       83.700       719.20      0.07515963   -756.79533534   -756.72017571
       838       83.800       713.38      0.07455203   -756.79522424   -756.72067221
       839       83.900       701.38      0.07329783   -756.79486466   -756.72156683
       840       84.000       666.76      0.06967914   -756.79426469   -756.72458555
       841       84.100       643.07      0.06720432   -756.79346258   -756.72625825
       842       84.200       613.87      0.06415278   -756.79249605   -756.72834327
       843       84.300       576.16      0.06021141   -756.79142765   -756.73121624
       844       84.400       536.18      0.05603363   -756.79034295   -756.73430931
       845       84.500       502.04      0.05246518   -756.78933290   -756.73686771
       846       84.600       474.79      0.04961768   -756.78848157   -756.73886389
       847       84.700       454.76      0.04752467   -756.78786180   -756.74033713
       848       84.800       449.09      0.04693179   -756.78752802   -756.74059623
       849       84.900       458.73      0.04793902   -756.78750492   -756.73956590
       850       85.000       465.25      0.04862103   -756.78778891   -756.73916787
       851       85.100       479.62      0.05012260   -756.78834338   -756.73822078
       852       85.200       517.68      0.05410015   -756.78910786   -756.73500771
       853       85.300       535.66      0.05597878   -756.79001813   -756.73403935
       854       85.400       570.39      0.05960815   -756.79097449   -756.73136634
       855       85.500       609.81      0.06372837   -756.79191175   -756.72818338
       856       85.600       630.07      0.06584562   -756.79276609   -756.72692047
       857       85.700       661.56      0.06913623   -756.79347432   -756.72433809
       858       85.800       677.02      0.07075178   -756.79400990   -756.72325812
       859       85.900       675.88      0.07063303   -756.79434912   -756.72371609
       860       86.000       675.32      0.07057382   -756.79448801   -756.72391419
       861       86.100       668.04      0.06981305   -756.79443898   -756.72462594
       862       86.200       661.89      0.06917064   -756.79421990   -756.72504926
       863       86.300       652.12      0.06814958   -756.79385401   -756.72570444
       864       86.400       633.10      0.06616148   -756.79336760   -756.72720612
       865       86.500       613.85      0.06414985   -756.79279378   -756.72864393
       866       86.600       595.41      0.06222272   -756.79216465   -756.72994192
       867       86.700       570.94      0.05966606   -756.79150994   -756.73184388
       868       86.800       556.80      0.05818775   -756.79086420   -756.73267645
       869       86.900       537.25      0.05614537   -756.79024958   -756.73410421
       870       87.000       508.48      0.05313862   -756.78969570   -756.73655708
       871       87.100       491.65      0.05138014   -756.78923210   -756.73785196
       872       87.200       472.69      0.04939856   -756.78887322   -756.73947466
       873       87.300       463.40      0.04842779   -756.78863729   -756.74020950
       874       87.400       463.78      0.04846701   -756.78853141   -756.74006440
       875       87.500       453.04      0.04734436   -756.78856141   -756.74121705
       876       87.600       453.90      0.04743495   -756.78872753   -756.74129258
       877       87.700       466.61      0.04876270   -756.78902795   -756.74026525
       878       87.800       481.53      0.05032260   -756.78945542   -756.73913282
       879       87.900       499.57      0.05220776   -756.78999633   -756.73778857
       880       88.000       520.21      0.05436463   -756.79063289   -756.73626826
       881       88.100       547.70      0.05723726   -756.79134350   -756.73410624
       882       88.200       579.82      0.06059419   -756.79210538   -756.73151120
       883       88.300       608.74      0.06361667   -756.79289089   -756.72927422
       884       88.400       630.98      0.06594080   -756.79366483   -756.72772403
       885       88.500       653.90      0.06833532   -756.79439034   -756.72605502
