# MD Simulation - NVT Ensemble
# Timestep: 0.5 fs
#     Step     Time(fs)      Temp(K)          KE(Ha)          PE(Ha)          TE(Ha)
       892      446.000       272.76      0.02850420   -756.72857688   -756.70007268
       893      446.500       360.25      0.03764756   -756.72837848   -756.69073092
       894      447.000       324.34      0.03389510   -756.72858928   -756.69469419
       895      447.500       243.31      0.02542742   -756.72924305   -756.70381563
       896      448.000       293.21      0.03064208   -756.72944863   -756.69880656
       897      448.500       388.27      0.04057571   -756.72841065   -756.68783495
       898      449.000       440.53      0.04603706   -756.72909876   -756.68306171
       899      449.500       320.22      0.03346403   -756.72886307   -756.69539904
       900      450.000       470.37      0.04915598   -756.72854544   -756.67938946
       901      450.500       312.18      0.03262480   -756.72793626   -756.69531145
       902      451.000       328.13      0.03429155   -756.72919093   -756.69489939
       903      451.500       339.47      0.03547603   -756.72876494   -756.69328891
       904      452.000       307.19      0.03210258   -756.72899394   -756.69689136
       905      452.500       317.02      0.03313038   -756.72932159   -756.69619121
       906      453.000       296.21      0.03095563   -756.72947594   -756.69852031
       907      453.500       378.78      0.03958434   -756.72930904   -756.68972470
       908      454.000       412.64      0.04312246   -756.72877878   -756.68565633
       909      454.500       305.13      0.03188799   -756.72871023   -756.69682224
       910      455.000       534.62      0.05587033   -756.72907398   -756.67320365
       911      455.500       338.74      0.03540031   -756.72838784   -756.69298753
       912      456.000       255.29      0.02667904   -756.72906848   -756.70238944
       913      456.500       351.47      0.03673041   -756.72923408   -756.69250367
       914      457.000       364.07      0.03804658   -756.72922185   -756.69117527
       915      457.500       366.16      0.03826522   -756.72963459   -756.69136937
       916      458.000       267.38      0.02794290   -756.72939161   -756.70144872
       917      458.500       319.60      0.03339922   -756.72894498   -756.69554575
       918      459.000       275.18      0.02875741   -756.72930340   -756.70054599
       919      459.500       336.29      0.03514395   -756.72959913   -756.69445518
       920      460.000       281.22      0.02938902   -756.72930603   -756.69991701
       921      460.500       260.03      0.02717452   -756.72887534   -756.70170082
       922      461.000       329.10      0.03439263   -756.72930775   -756.69491511
       923      461.500       361.83      0.03781297   -756.72942806   -756.69161509
       924      462.000       320.91      0.03353664   -756.72883998   -756.69530333
       925      462.500       255.13      0.02666194   -756.72924266   -756.70258072
       926      463.000       319.61      0.03340046   -756.72974727   -756.69634681
       927      463.500       218.96      0.02288227   -756.72991308   -756.70703080
       928      464.000       287.65      0.03006028   -756.72963589   -756.69957561
       929      464.500       296.69      0.03100558   -756.72900610   -756.69800052
       930      465.000       234.33      0.02448884   -756.72916521   -756.70467637
       931      465.500       218.76      0.02286198   -756.72903179   -756.70616980
       932      466.000       348.19      0.03638800   -756.72872523   -756.69233723
       933      466.500       325.85      0.03405298   -756.72947804   -756.69542506
       934      467.000       417.81      0.04366346   -756.73012069   -756.68645723
       935      467.500       326.81      0.03415347   -756.72948459   -756.69533112
       936      468.000       278.33      0.02908713   -756.72867620   -756.69958907
       937      468.500       268.79      0.02809021   -756.72938723   -756.70129702
       938      469.000       339.93      0.03552380   -756.72943921   -756.69391540
       939      469.500       334.09      0.03491369   -756.72915985   -756.69424616
       940      470.000       357.93      0.03740582   -756.72961553   -756.69220971
       941      470.500       290.10      0.03031699   -756.72900855   -756.69869156
       942      471.000       356.90      0.03729798   -756.72993691   -756.69263893
       943      471.500       404.32      0.04225366   -756.72913262   -756.68687896
       944      472.000       290.00      0.03030598   -756.72957869   -756.69927271
       945      472.500       231.89      0.02423369   -756.73033196   -756.70609827
       946      473.000       372.54      0.03893185   -756.72973188   -756.69080003
       947      473.500       316.49      0.03307427   -756.72910595   -756.69603167
       948      474.000       275.38      0.02877874   -756.72865496   -756.69987622
       949      474.500       317.87      0.03321935   -756.72941001   -756.69619066
       950      475.000       275.97      0.02883982   -756.72976675   -756.70092694
       951      475.500       304.57      0.03182929   -756.73020842   -756.69837913
       952      476.000       256.35      0.02678999   -756.73021535   -756.70342536
       953      476.500       311.11      0.03251220   -756.73035046   -756.69783826
       954      477.000       342.85      0.03582981   -756.73027339   -756.69444358
       955      477.500       327.39      0.03421398   -756.73021196   -756.69599797
       956      478.000       339.85      0.03551566   -756.72948592   -756.69397027
       957      478.500       283.01      0.02957572   -756.72922139   -756.69964567
       958      479.000       249.12      0.02603454   -756.72919153   -756.70315699
       959      479.500       267.89      0.02799549   -756.72895482   -756.70095934
       960      480.000       396.77      0.04146435   -756.72994788   -756.68848352
       961      480.500       370.88      0.03875868   -756.73048406   -756.69172538
       962      481.000       295.33      0.03086348   -756.73035439   -756.69949090
       963      481.500       342.62      0.03580532   -756.72922465   -756.69341933
       964      482.000       282.19      0.02948976   -756.73024760   -756.70075784
       965      482.500       202.86      0.02119968   -756.73019590   -756.70899623
       966      483.000       323.34      0.03379085   -756.72968138   -756.69589053
       967      483.500       253.35      0.02647592   -756.72921655   -756.70274064
       968      484.000       426.25      0.04454516   -756.72963319   -756.68508803
       969      484.500       394.64      0.04124139   -756.72986215   -756.68862076
       970      485.000       320.13      0.03345531   -756.72921301   -756.69575771
       971      485.500       332.61      0.03475928   -756.72891396   -756.69415468
       972      486.000       278.39      0.02909342   -756.73022657   -756.70113315
       973      486.500       299.85      0.03133606   -756.73049881   -756.69916275
       974      487.000       262.90      0.02747425   -756.73083954   -756.70336529
       975      487.500       291.11      0.03042249   -756.73113295   -756.70071046
       976      488.000       223.42      0.02334866   -756.73033448   -756.70698582
       977      488.500       406.96      0.04252884   -756.73039283   -756.68786399
       978      489.000       202.50      0.02116259   -756.73020677   -756.70904418
       979      489.500       276.94      0.02894125   -756.73077355   -756.70183230
       980      490.000       319.58      0.03339771   -756.73026397   -756.69686625
       981      490.500       235.96      0.02465879   -756.73060304   -756.70594425
       982      491.000       374.17      0.03910232   -756.73027255   -756.69117023
       983      491.500       407.85      0.04262253   -756.73040138   -756.68777885
       984      492.000       344.03      0.03595282   -756.73064899   -756.69469617
       985      492.500       298.74      0.03121996   -756.73084185   -756.69962190
       986      493.000       331.53      0.03464642   -756.73046345   -756.69581703
       987      493.500       328.85      0.03436664   -756.73070380   -756.69633717
       988      494.000       400.44      0.04184777   -756.73161005   -756.68976228
       989      494.500       390.85      0.04084559   -756.73148500   -756.69063941
       990      495.000       234.86      0.02454353   -756.73186999   -756.70732646
       991      495.500       237.07      0.02477457   -756.73119096   -756.70641639
       992      496.000       275.14      0.02875332   -756.73056295   -756.70180963
       993      496.500       348.12      0.03638033   -756.73132448   -756.69494415
       994      497.000       299.83      0.03133334   -756.73145062   -756.70011727
       995      497.500       276.17      0.02886119   -756.73175216   -756.70289097
       996      498.000       247.22      0.02583527   -756.73213680   -756.70630153
       997      498.500       341.75      0.03571455   -756.73202539   -756.69631084
       998      499.000       337.01      0.03521891   -756.73211367   -756.69689476
       999      499.500       329.17      0.03440002   -756.73224965   -756.69784963
      1000      500.000       397.55      0.04154556   -756.73204259   -756.69049703
