# MD Simulation - NVT Ensemble
# Timestep: 0.5 fs
#     Step     Time(fs)      Temp(K)          KE(Ha)          PE(Ha)          TE(Ha)
       443      221.500       347.65      0.03633149   -756.71834729   -756.68201580
       444      222.000       303.60      0.03172723   -756.71650677   -756.68477954
       445      222.500       373.99      0.03908406   -756.71695610   -756.67787204
       446      223.000       308.42      0.03223173   -756.71784577   -756.68561404
       447      223.500       353.34      0.03692558   -756.71883346   -756.68190787
       448      224.000       272.57      0.02848494   -756.71784945   -756.68936451
       449      224.500       259.58      0.02712687   -756.71833225   -756.69120538
       450      225.000       219.15      0.02290218   -756.71790755   -756.69500538
       451      225.500       276.91      0.02893890   -756.71852385   -756.68958496
       452      226.000       320.81      0.03352577   -756.71887005   -756.68534428
       453      226.500       362.17      0.03784816   -756.71912028   -756.68127212
       454      227.000       250.04      0.02613052   -756.71910945   -756.69297893
       455      227.500       306.14      0.03199285   -756.71883153   -756.68683868
       456      228.000       308.25      0.03221315   -756.71852273   -756.68630959
       457      228.500       318.64      0.03329986   -756.71850156   -756.68520171
       458      229.000       294.54      0.03078041   -756.71941906   -756.68863865
       459      229.500       344.19      0.03596957   -756.71925700   -756.68328743
       460      230.000       318.83      0.03331894   -756.71864547   -756.68532653
       461      230.500       279.45      0.02920434   -756.71965296   -756.69044862
       462      231.000       286.75      0.02996683   -756.72003273   -756.69006590
       463      231.500       348.01      0.03636836   -756.71944317   -756.68307481
       464      232.000       313.00      0.03271031   -756.71909256   -756.68638225
       465      232.500       354.00      0.03699445   -756.71927428   -756.68227983
       466      233.000       231.10      0.02415080   -756.71942183   -756.69527103
       467      233.500       340.33      0.03556584   -756.72002702   -756.68446118
       468      234.000       286.90      0.02998260   -756.71962040   -756.68963780
       469      234.500       222.71      0.02327389   -756.71995559   -756.69668170
       470      235.000       324.81      0.03394373   -756.71998920   -756.68604547
       471      235.500       322.47      0.03369944   -756.72015522   -756.68645577
       472      236.000       369.38      0.03860205   -756.71993649   -756.68133444
       473      236.500       324.66      0.03392855   -756.71913805   -756.68520950
       474      237.000       279.87      0.02924805   -756.71969467   -756.69044662
       475      237.500       198.88      0.02078362   -756.72015830   -756.69937468
       476      238.000       284.66      0.02974856   -756.72089362   -756.69114506
       477      238.500       278.47      0.02910192   -756.72133440   -756.69223248
       478      239.000       309.32      0.03232526   -756.71960204   -756.68727678
       479      239.500       320.37      0.03348052   -756.71981351   -756.68633299
       480      240.000       326.06      0.03407460   -756.72083856   -756.68676396
       481      240.500       242.09      0.02529923   -756.72097987   -756.69568064
       482      241.000       247.02      0.02581470   -756.72061780   -756.69480310
       483      241.500       334.55      0.03496180   -756.72071604   -756.68575424
       484      242.000       299.80      0.03133050   -756.72055468   -756.68922418
       485      242.500       268.25      0.02803312   -756.72154805   -756.69351493
       486      243.000       267.77      0.02798314   -756.72168484   -756.69370169
       487      243.500       255.10      0.02665868   -756.72181195   -756.69515327
       488      244.000       317.59      0.03319007   -756.72161453   -756.68842446
       489      244.500       400.65      0.04187004   -756.72165098   -756.67978095
       490      245.000       337.97      0.03531996   -756.72098204   -756.68566208
       491      245.500       327.91      0.03426786   -756.72126803   -756.68700016
       492      246.000       390.72      0.04083236   -756.72156838   -756.68073602
       493      246.500       275.89      0.02883205   -756.72118682   -756.69235477
       494      247.000       370.80      0.03875066   -756.72179506   -756.68304440
       495      247.500       347.06      0.03626896   -756.72118272   -756.68491376
       496      248.000       360.10      0.03763246   -756.72148426   -756.68385180
       497      248.500       302.11      0.03157222   -756.72105049   -756.68947827
       498      249.000       336.50      0.03516608   -756.72133269   -756.68616661
       499      249.500       233.64      0.02441664   -756.72187805   -756.69746141
       500      250.000       313.32      0.03274319   -756.72178637   -756.68904318
       501      250.500       261.32      0.02730928   -756.72211756   -756.69480828
       502      251.000       370.82      0.03875279   -756.72201540   -756.68326261
       503      251.500       357.77      0.03738897   -756.72123221   -756.68384323
       504      252.000       370.25      0.03869272   -756.72129119   -756.68259847
       505      252.500       261.76      0.02735527   -756.72244637   -756.69509110
       506      253.000       287.57      0.03005232   -756.72265704   -756.69260472
       507      253.500       275.58      0.02879932   -756.72253126   -756.69373194
       508      254.000       272.95      0.02852436   -756.72197366   -756.69344930
       509      254.500       403.03      0.04211880   -756.72205623   -756.67993742
       510      255.000       258.35      0.02699904   -756.72191639   -756.69491735
       511      255.500       236.92      0.02475938   -756.72190090   -756.69714152
       512      256.000       330.55      0.03454453   -756.72141662   -756.68687210
       513      256.500       367.79      0.03843536   -756.72177281   -756.68333744
       514      257.000       281.22      0.02938849   -756.72186200   -756.69247351
       515      257.500       318.79      0.03331465   -756.72190409   -756.68858944
       516      258.000       291.21      0.03043298   -756.72216021   -756.69172723
       517      258.500       302.05      0.03156618   -756.72260044   -756.69103426
       518      259.000       270.98      0.02831840   -756.72277518   -756.69445678
       519      259.500       384.92      0.04022573   -756.72268781   -756.68246208
       520      260.000       191.69      0.02003263   -756.72233906   -756.70230643
       521      260.500       468.69      0.04898033   -756.72234940   -756.67336907
       522      261.000       332.80      0.03477867   -756.72216624   -756.68738757
       523      261.500       267.06      0.02790931   -756.72241441   -756.69450510
       524      262.000       249.45      0.02606862   -756.72164688   -756.69557826
       525      262.500       354.58      0.03705557   -756.72209552   -756.68503995
       526      263.000       299.01      0.03124778   -756.72226795   -756.69102017
       527      263.500       291.88      0.03050282   -756.72192936   -756.69142654
       528      264.000       349.94      0.03657074   -756.72220111   -756.68563037
       529      264.500       252.79      0.02641801   -756.72139115   -756.69497313
       530      265.000       304.52      0.03182423   -756.72086674   -756.68904251
       531      265.500       329.81      0.03446648   -756.72072312   -756.68625664
       532      266.000       198.57      0.02075201   -756.72099406   -756.70024205
       533      266.500       277.50      0.02900013   -756.72048150   -756.69148137
       534      267.000       314.26      0.03284162   -756.72128884   -756.68844722
       535      267.500       263.26      0.02751207   -756.72123739   -756.69372532
       536      268.000       310.86      0.03248622   -756.72201256   -756.68952634
       537      268.500       298.08      0.03115066   -756.72236208   -756.69121143
       538      269.000       353.70      0.03696327   -756.72208770   -756.68512444
       539      269.500       305.42      0.03191791   -756.72265658   -756.69073868
       540      270.000       365.63      0.03821037   -756.72255978   -756.68434941
       541      270.500       318.14      0.03324739   -756.72254853   -756.68930115
       542      271.000       374.12      0.03909753   -756.72170534   -756.68260781
       543      271.500       277.65      0.02901602   -756.72094262   -756.69192660
       544      272.000       327.89      0.03426606   -756.72054606   -756.68628000
       545      272.500       368.61      0.03852143   -756.72125015   -756.68272872
       546      273.000       282.37      0.02950920   -756.72169406   -756.69218486
       547      273.500       295.93      0.03092646   -756.72104005   -756.69011358
       548      274.000       363.03      0.03793802   -756.72213358   -756.68419556
       549      274.500       344.68      0.03602103   -756.72224037   -756.68621934
       550      275.000       325.71      0.03403818   -756.72219088   -756.68815270
       551      275.500       224.91      0.02350445   -756.72192785   -756.69842340
       552      276.000       372.03      0.03887863   -756.72225828   -756.68337965
       553      276.500       270.43      0.02826154   -756.72222025   -756.69395871
       554      277.000       209.26      0.02186859   -756.72212173   -756.70025315
       555      277.500       335.14      0.03502328   -756.72134919   -756.68632592
       556      278.000       262.68      0.02745163   -756.72281258   -756.69536095
       557      278.500       318.33      0.03326708   -756.72194219   -756.68867511
       558      279.000       348.30      0.03639923   -756.72220641   -756.68580718
       559      279.500       320.68      0.03351216   -756.72202655   -756.68851438
       560      280.000       300.73      0.03142823   -756.72261379   -756.69118557
       561      280.500       343.06      0.03585120   -756.72289339   -756.68704220
       562      281.000       257.98      0.02696050   -756.72338710   -756.69642660
       563      281.500       312.13      0.03261862   -756.72277669   -756.69015807
       564      282.000       314.33      0.03284911   -756.72317275   -756.69032365
       565      282.500       199.03      0.02079951   -756.72270046   -756.70190095
       566      283.000       406.50      0.04248166   -756.72219978   -756.67971812
       567      283.500       349.01      0.03647345   -756.72190237   -756.68542892
       568      284.000       381.27      0.03984458   -756.72163535   -756.68179078
       569      284.500       336.79      0.03519576   -756.72211749   -756.68692173
       570      285.000       317.83      0.03321523   -756.72236699   -756.68915176
       571      285.500       211.34      0.02208634   -756.72230478   -756.70021844
       572      286.000       410.16      0.04286353   -756.72280136   -756.67993783
       573      286.500       282.50      0.02952287   -756.72247238   -756.69294951
       574      287.000       311.98      0.03260317   -756.72314997   -756.69054680
       575      287.500       297.62      0.03110229   -756.72266766   -756.69156537
       576      288.000       397.40      0.04152970   -756.72298210   -756.68145240
       577      288.500       423.97      0.04430721   -756.72243491   -756.67812770
       578      289.000       326.26      0.03409602   -756.72189666   -756.68780065
       579      289.500       244.06      0.02550576   -756.72216484   -756.69665908
       580      290.000       215.31      0.02250055   -756.72291179   -756.70041124
       581      290.500       233.31      0.02438157   -756.72321768   -756.69883611
       582      291.000       328.93      0.03437440   -756.72295907   -756.68858467
       583      291.500       419.41      0.04383012   -756.72297120   -756.67914107
       584      292.000       282.30      0.02950180   -756.72256367   -756.69306187
       585      292.500       413.83      0.04324696   -756.72300250   -756.67975554
       586      293.000       261.52      0.02732993   -756.72233478   -756.69500485
       587      293.500       307.73      0.03215977   -756.72316848   -756.69100871
       588      294.000       275.68      0.02880965   -756.72326720   -756.69445756
       589      294.500       331.71      0.03466549   -756.72269878   -756.68803329
       590      295.000       275.91      0.02883414   -756.72216116   -756.69332702
       591      295.500       351.82      0.03676655   -756.72260783   -756.68584128
       592      296.000       352.30      0.03681715   -756.72287033   -756.68605319
       593      296.500       446.56      0.04666755   -756.72273723   -756.67606967
       594      297.000       358.32      0.03744643   -756.72283290   -756.68538648
       595      297.500       283.00      0.02957484   -756.72292764   -756.69335279
       596      298.000       297.76      0.03111692   -756.72297782   -756.69186091
       597      298.500       336.25      0.03513968   -756.72413290   -756.68899322
       598      299.000       349.18      0.03649119   -756.72377665   -756.68728545
       599      299.500       320.14      0.03345641   -756.72374899   -756.69029258
       600      300.000       231.39      0.02418093   -756.72302510   -756.69884417
       601      300.500       319.29      0.03336763   -756.72318947   -756.68982184
       602      301.000       303.53      0.03172030   -756.72369786   -756.69197756
       603      301.500       281.55      0.02942359   -756.72402183   -756.69459824
       604      302.000       252.83      0.02642160   -756.72402541   -756.69760381
       605      302.500       259.23      0.02709118   -756.72400242   -756.69691123
       606      303.000       277.43      0.02899280   -756.72374192   -756.69474911
       607      303.500       337.05      0.03522316   -756.72356121   -756.68833806
       608      304.000       289.73      0.03027800   -756.72372285   -756.69344485
       609      304.500       370.29      0.03869746   -756.72359174   -756.68489428
       610      305.000       343.08      0.03585299   -756.72397140   -756.68811842
       611      305.500       326.22      0.03409139   -756.72386489   -756.68977351
       612      306.000       219.71      0.02296047   -756.72339839   -756.70043791
       613      306.500       310.88      0.03248830   -756.72379817   -756.69130986
       614      307.000       304.73      0.03184579   -756.72424778   -756.69240199
       615      307.500       241.71      0.02525963   -756.72363344   -756.69837382
       616      308.000       433.77      0.04533153   -756.72388084   -756.67854931
       617      308.500       326.83      0.03415560   -756.72360600   -756.68945040
       618      309.000       343.70      0.03591777   -756.72378047   -756.68786269
       619      309.500       313.82      0.03279568   -756.72369057   -756.69089489
       620      310.000       379.73      0.03968344   -756.72369159   -756.68400814
       621      310.500       238.67      0.02494257   -756.72420958   -756.69926701
       622      311.000       311.45      0.03254755   -756.72447177   -756.69192421
       623      311.500       276.72      0.02891857   -756.72396264   -756.69504407
       624      312.000       370.43      0.03871127   -756.72357688   -756.68486561
       625      312.500       345.75      0.03613235   -756.72363075   -756.68749839
       626      313.000       419.43      0.04383271   -756.72298900   -756.67915629
       627      313.500       216.51      0.02262647   -756.72232735   -756.69970088
       628      314.000       286.82      0.02997390   -756.72408730   -756.69411340
       629      314.500       292.14      0.03053025   -756.72432955   -756.69379930
       630      315.000       275.82      0.02882462   -756.72365871   -756.69483410
       631      315.500       240.95      0.02518094   -756.72335857   -756.69817764
       632      316.000       301.59      0.03151793   -756.72379021   -756.69227227
       633      316.500       226.01      0.02361879   -756.72411183   -756.70049305
       634      317.000       343.79      0.03592776   -756.72409130   -756.68816354
       635      317.500       427.61      0.04468776   -756.72424701   -756.67955925
       636      318.000       326.65      0.03413618   -756.72334995   -756.68921377
       637      318.500       289.66      0.03027117   -756.72341819   -756.69314702
       638      319.000       359.08      0.03752550   -756.72399474   -756.68646924
       639      319.500       380.68      0.03978257   -756.72409873   -756.68431616
       640      320.000       351.89      0.03677426   -756.72429783   -756.68752356
       641      320.500       259.15      0.02708211   -756.72453317   -756.69745106
       642      321.000       339.29      0.03545787   -756.72390229   -756.68844441
       643      321.500       236.91      0.02475802   -756.72412845   -756.69937043
       644      322.000       338.95      0.03542178   -756.72459815   -756.68917637
       645      322.500       319.10      0.03334778   -756.72513114   -756.69178336
       646      323.000       333.21      0.03482228   -756.72438313   -756.68956085
       647      323.500       238.98      0.02497430   -756.72482252   -756.69984821
       648      324.000       332.81      0.03478062   -756.72476083   -756.68998021
       649      324.500       281.01      0.02936705   -756.72406652   -756.69469947
       650      325.000       317.17      0.03314598   -756.72426163   -756.69111564
       651      325.500       395.39      0.04132024   -756.72445358   -756.68313334
       652      326.000       212.03      0.02215811   -756.72474685   -756.70258874
       653      326.500       301.30      0.03148686   -756.72484996   -756.69336310
       654      327.000       308.01      0.03218881   -756.72405583   -756.69186702
       655      327.500       271.50      0.02837341   -756.72421519   -756.69584178
       656      328.000       249.76      0.02610089   -756.72429264   -756.69819175
       657      328.500       259.01      0.02706745   -756.72489717   -756.69782971
       658      329.000       270.43      0.02826103   -756.72486846   -756.69660743
       659      329.500       320.08      0.03345005   -756.72496277   -756.69151273
       660      330.000       285.13      0.02979708   -756.72495699   -756.69515991
       661      330.500       442.13      0.04620488   -756.72504955   -756.67884467
       662      331.000       341.81      0.03572130   -756.72480787   -756.68908657
       663      331.500       339.57      0.03548648   -756.72489345   -756.68940697
       664      332.000       284.29      0.02970992   -756.72467728   -756.69496737
       665      332.500       300.49      0.03140266   -756.72485697   -756.69345430
       666      333.000       327.96      0.03427321   -756.72471541   -756.69044220
       667      333.500       313.75      0.03278830   -756.72361897   -756.69083067
       668      334.000       389.42      0.04069625   -756.72371875   -756.68302250
       669      334.500       265.71      0.02776797   -756.72391775   -756.69614978
       670      335.000       294.97      0.03082598   -756.72440230   -756.69357632
       671      335.500       320.50      0.03349340   -756.72460607   -756.69111267
       672      336.000       287.23      0.03001645   -756.72411050   -756.69409405
       673      336.500       394.13      0.04118862   -756.72265399   -756.68146537
       674      337.000       326.98      0.03417144   -756.72422542   -756.69005398
       675      337.500       300.58      0.03141153   -756.72421470   -756.69280317
       676      338.000       248.63      0.02598300   -756.72446952   -756.69848653
       677      338.500       403.04      0.04211918   -756.72447093   -756.68235174
       678      339.000       226.37      0.02365680   -756.72446623   -756.70080943
       679      339.500       336.04      0.03511802   -756.72509147   -756.68997344
       680      340.000       292.02      0.03051749   -756.72488549   -756.69436801
       681      340.500       295.34      0.03086453   -756.72461027   -756.69374574
       682      341.000       242.88      0.02538199   -756.72469610   -756.69931411
       683      341.500       238.57      0.02493219   -756.72530564   -756.70037344
       684      342.000       278.39      0.02909280   -756.72496526   -756.69587246
       685      342.500       338.72      0.03539802   -756.72514246   -756.68974444
       686      343.000       298.25      0.03116905   -756.72474222   -756.69357317
       687      343.500       277.89      0.02904054   -756.72486780   -756.69582725
       688      344.000       319.55      0.03339404   -756.72506476   -756.69167072
       689      344.500       354.11      0.03700661   -756.72537818   -756.68837157
       690      345.000       259.32      0.02709983   -756.72515995   -756.69806012
       691      345.500       348.92      0.03646381   -756.72428858   -756.68782477
       692      346.000       302.67      0.03163082   -756.72383945   -756.69220863
       693      346.500       320.62      0.03350610   -756.72348572   -756.68997962
       694      347.000       344.26      0.03597714   -756.72430585   -756.68832871
       695      347.500       276.14      0.02885825   -756.72417916   -756.69532091
       696      348.000       268.08      0.02801583   -756.72541628   -756.69740045
       697      348.500       304.34      0.03180474   -756.72545714   -756.69365241
       698      349.000       290.52      0.03036123   -756.72538817   -756.69502695
       699      349.500       265.73      0.02776969   -756.72576142   -756.69799174
       700      350.000       361.89      0.03781963   -756.72583316   -756.68801353
       701      350.500       360.95      0.03772125   -756.72506423   -756.68734299
       702      351.000       344.66      0.03601892   -756.72481719   -756.68879826
       703      351.500       391.41      0.04090435   -756.72438310   -756.68347875
       704      352.000       368.93      0.03855444   -756.72519485   -756.68664041
       705      352.500       294.91      0.03081910   -756.72460393   -756.69378483
       706      353.000       262.15      0.02739639   -756.72464697   -756.69725058
       707      353.500       240.92      0.02517726   -756.72485658   -756.69967932
       708      354.000       252.55      0.02639221   -756.72497213   -756.69857992
       709      354.500       372.08      0.03888462   -756.72483002   -756.68594540
       710      355.000       309.96      0.03239274   -756.72390183   -756.69150910
       711      355.500       265.70      0.02776736   -756.72511985   -756.69735249
       712      356.000       293.89      0.03071281   -756.72584525   -756.69513244
       713      356.500       349.41      0.03651469   -756.72601951   -756.68950482
       714      357.000       216.05      0.02257871   -756.72604439   -756.70346568
       715      357.500       269.18      0.02813098   -756.72566396   -756.69753297
       716      358.000       375.36      0.03922685   -756.72608168   -756.68685483
       717      358.500       401.84      0.04199427   -756.72463491   -756.68264064
       718      359.000       283.48      0.02962458   -756.72504321   -756.69541862
       719      359.500       292.00      0.03051567   -756.72545070   -756.69493502
       720      360.000       230.21      0.02405854   -756.72599946   -756.70194092
       721      360.500       328.09      0.03428708   -756.72536434   -756.69107726
       722      361.000       241.45      0.02523233   -756.72524353   -756.70001120
       723      361.500       336.76      0.03519255   -756.72520176   -756.69000921
       724      362.000       342.47      0.03578929   -756.72513387   -756.68934458
       725      362.500       430.57      0.04499629   -756.72493428   -756.67993799
       726      363.000       350.18      0.03659550   -756.72423534   -756.68763984
       727      363.500       260.83      0.02725822   -756.72460736   -756.69734914
       728      364.000       374.09      0.03909433   -756.72445855   -756.68536422
       729      364.500       325.34      0.03399942   -756.72512998   -756.69113056
       730      365.000       335.73      0.03508498   -756.72548651   -756.69040153
       731      365.500       292.54      0.03057206   -756.72629014   -756.69571808
       732      366.000       254.57      0.02660354   -756.72610376   -756.69950022
       733      366.500       388.40      0.04058943   -756.72658110   -756.68599166
       734      367.000       318.23      0.03325700   -756.72591132   -756.69265432
       735      367.500       275.09      0.02874786   -756.72613001   -756.69738215
       736      368.000       246.14      0.02572295   -756.72592358   -756.70020063
       737      368.500       443.33      0.04632968   -756.72580358   -756.67947390
       738      369.000       276.62      0.02890859   -756.72582356   -756.69691497
       739      369.500       245.42      0.02564740   -756.72556582   -756.69991842
       740      370.000       329.17      0.03439932   -756.72613453   -756.69173521
       741      370.500       380.06      0.03971822   -756.72620417   -756.68648595
       742      371.000       436.27      0.04559194   -756.72640912   -756.68081719
       743      371.500       403.56      0.04217352   -756.72589856   -756.68372504
       744      372.000       285.97      0.02988514   -756.72602960   -756.69614446
       745      372.500       360.73      0.03769814   -756.72620350   -756.68850536
       746      373.000       380.97      0.03981297   -756.72675469   -756.68694171
       747      373.500       286.15      0.02990400   -756.72642209   -756.69651809
       748      374.000       358.14      0.03742774   -756.72646369   -756.68903595
       749      374.500       371.44      0.03881730   -756.72669710   -756.68787980
       750      375.000       316.87      0.03311483   -756.72612626   -756.69301142
       751      375.500       335.97      0.03511038   -756.72649783   -756.69138744
       752      376.000       276.98      0.02894587   -756.72635883   -756.69741296
       753      376.500       250.18      0.02614501   -756.72666973   -756.70052473
       754      377.000       254.05      0.02654959   -756.72669668   -756.70014710
       755      377.500       311.40      0.03254285   -756.72596249   -756.69341964
       756      378.000       343.82      0.03593077   -756.72623837   -756.69030760
       757      378.500       326.19      0.03408857   -756.72582454   -756.69173597
       758      379.000       236.91      0.02475790   -756.72643222   -756.70167432
       759      379.500       385.58      0.04029539   -756.72647557   -756.68618018
       760      380.000       280.69      0.02933388   -756.72670127   -756.69736739
       761      380.500       419.70      0.04386092   -756.72636745   -756.68250653
       762      381.000       315.94      0.03301684   -756.72574880   -756.69273197
       763      381.500       265.83      0.02778011   -756.72520614   -756.69742603
       764      382.000       353.36      0.03692811   -756.72624093   -756.68931282
       765      382.500       384.18      0.04014859   -756.72628408   -756.68613549
       766      383.000       289.25      0.03022821   -756.72586923   -756.69564101
       767      383.500       285.90      0.02987797   -756.72660146   -756.69672349
       768      384.000       290.05      0.03031177   -756.72679436   -756.69648259
       769      384.500       350.58      0.03663771   -756.72615510   -756.68951739
       770      385.000       348.66      0.03643643   -756.72602045   -756.68958403
       771      385.500       467.23      0.04882726   -756.72690602   -756.67807876
       772      386.000       333.76      0.03487909   -756.72665165   -756.69177256
       773      386.500       267.47      0.02795204   -756.72666609   -756.69871405
       774      387.000       340.72      0.03560734   -756.72672097   -756.69111363
       775      387.500       354.82      0.03708084   -756.72644410   -756.68936326
       776      388.000       291.34      0.03044648   -756.72671456   -756.69626808
       777      388.500       343.06      0.03585142   -756.72640285   -756.69055143
       778      389.000       276.53      0.02889856   -756.72669928   -756.69780072
       779      389.500       206.71      0.02160179   -756.72648917   -756.70488738
       780      390.000       416.29      0.04350418   -756.72639125   -756.68288707
       781      390.500       277.43      0.02899226   -756.72746049   -756.69846823
       782      391.000       307.87      0.03217360   -756.72698004   -756.69480644
       783      391.500       357.32      0.03734165   -756.72668908   -756.68934743
       784      392.000       315.41      0.03296200   -756.72663402   -756.69367202
       785      392.500       259.17      0.02708461   -756.72679436   -756.69970975
       786      393.000       432.91      0.04524119   -756.72566010   -756.68041891
       787      393.500       354.26      0.03702192   -756.72584704   -756.68882512
       788      394.000       323.29      0.03378522   -756.72551469   -756.69172947
       789      394.500       341.82      0.03572150   -756.72644964   -756.69072813
       790      395.000       281.19      0.02938567   -756.72571593   -756.69633026
       791      395.500       264.54      0.02764555   -756.72622926   -756.69858372
       792      396.000       273.52      0.02858437   -756.72671245   -756.69812808
       793      396.500       290.61      0.03037008   -756.72604418   -756.69567410
       794      397.000       431.01      0.04504217   -756.72675819   -756.68171602
       795      397.500       237.58      0.02482864   -756.72555090   -756.70072226
       796      398.000       361.99      0.03782957   -756.72625159   -756.68842202
       797      398.500       251.90      0.02632453   -756.72600833   -756.69968379
       798      399.000       389.08      0.04066025   -756.72594440   -756.68528416
       799      399.500       396.82      0.04146977   -756.72546521   -756.68399543
       800      400.000       288.29      0.03012721   -756.72654843   -756.69642122
       801      400.500       385.93      0.04033169   -756.72643264   -756.68610095
       802      401.000       257.61      0.02692159   -756.72604726   -756.69912568
       803      401.500       279.73      0.02923270   -756.72693728   -756.69770458
       804      402.000       283.55      0.02963214   -756.72750259   -756.69787044
       805      402.500       277.07      0.02895526   -756.72674431   -756.69778905
       806      403.000       311.82      0.03258720   -756.72601733   -756.69343014
       807      403.500       268.34      0.02804297   -756.72722600   -756.69918303
       808      404.000       244.87      0.02558999   -756.72702539   -756.70143540
       809      404.500       402.69      0.04208261   -756.72714504   -756.68506243
       810      405.000       315.56      0.03297711   -756.72707484   -756.69409773
       811      405.500       355.40      0.03714124   -756.72727895   -756.69013772
       812      406.000       339.35      0.03546387   -756.72792126   -756.69245739
       813      406.500       261.44      0.02732173   -756.72771963   -756.70039790
       814      407.000       277.71      0.02902218   -756.72765714   -756.69863496
       815      407.500       212.67      0.02222471   -756.72796752   -756.70574281
       816      408.000       371.29      0.03880194   -756.72788758   -756.68908564
       817      408.500       360.85      0.03771084   -756.72771462   -756.69000378
       818      409.000       302.98      0.03166258   -756.72789231   -756.69622973
       819      409.500       215.44      0.02251418   -756.72782638   -756.70531220
       820      410.000       204.82      0.02140517   -756.72755256   -756.70614739
       821      410.500       328.49      0.03432883   -756.72746866   -756.69313983
       822      411.000       331.35      0.03462763   -756.72582275   -756.69119513
       823      411.500       351.11      0.03669307   -756.72756879   -756.69087572
       824      412.000       350.77      0.03665671   -756.72791092   -756.69125421
       825      412.500       279.28      0.02918585   -756.72761470   -756.69842885
       826      413.000       210.42      0.02198993   -756.72732399   -756.70533405
       827      413.500       291.18      0.03042949   -756.72752537   -756.69709588
       828      414.000       274.35      0.02867045   -756.72766871   -756.69899826
       829      414.500       321.61      0.03360940   -756.72708132   -756.69347192
       830      415.000       257.60      0.02692053   -756.72687577   -756.69995524
       831      415.500       340.70      0.03560525   -756.72636556   -756.69076031
       832      416.000       327.39      0.03421366   -756.72683084   -756.69261718
       833      416.500       358.72      0.03748786   -756.72714017   -756.68965230
       834      417.000       394.15      0.04119045   -756.72659887   -756.68540842
       835      417.500       330.50      0.03453859   -756.72734393   -756.69280534
       836      418.000       309.25      0.03231810   -756.72698207   -756.69466397
       837      418.500       374.51      0.03913774   -756.72732360   -756.68818586
       838      419.000       331.49      0.03464197   -756.72707733   -756.69243536
       839      419.500       262.45      0.02742720   -756.72718086   -756.69975365
       840      420.000       382.14      0.03993553   -756.72680722   -756.68687169
       841      420.500       226.14      0.02363315   -756.72695996   -756.70332681
       842      421.000       248.53      0.02597234   -756.72708486   -756.70111253
       843      421.500       278.03      0.02905550   -756.72763219   -756.69857669
       844      422.000       373.34      0.03901604   -756.72739965   -756.68838361
       845      422.500       391.83      0.04094824   -756.72726588   -756.68631764
       846      423.000       343.36      0.03588303   -756.72777122   -756.69188819
       847      423.500       335.01      0.03501061   -756.72788645   -756.69287585
       848      424.000       306.32      0.03201182   -756.72714581   -756.69513399
       849      424.500       233.95      0.02444847   -756.72672612   -756.70227766
       850      425.000       269.99      0.02821536   -756.72700934   -756.69879398
       851      425.500       360.49      0.03767272   -756.72733836   -756.68966564
       852      426.000       301.78      0.03153796   -756.72776537   -756.69622741
       853      426.500       349.33      0.03650674   -756.72734947   -756.69084272
       854      427.000       469.32      0.04904641   -756.72760201   -756.67855560
       855      427.500       235.07      0.02456562   -756.72728284   -756.70271722
       856      428.000       255.33      0.02668272   -756.72711343   -756.70043071
       857      428.500       314.20      0.03283576   -756.72731831   -756.69448255
       858      429.000       188.32      0.01967990   -756.72743011   -756.70775021
       859      429.500       316.43      0.03306854   -756.72789546   -756.69482692
       860      430.000       294.98      0.03082647   -756.72710270   -756.69627623
       861      430.500       290.87      0.03039764   -756.72746898   -756.69707134
       862      431.000       222.53      0.02325578   -756.72715159   -756.70389581
       863      431.500       300.35      0.03138837   -756.72778773   -756.69639936
       864      432.000       247.16      0.02582976   -756.72776284   -756.70193309
       865      432.500       328.62      0.03434187   -756.72793485   -756.69359299
       866      433.000       349.83      0.03655884   -756.72809365   -756.69153481
       867      433.500       519.64      0.05430521   -756.72845933   -756.67415412
       868      434.000       243.37      0.02543368   -756.72782246   -756.70238878
       869      434.500       292.47      0.03056448   -756.72827744   -756.69771296
       870      435.000       314.43      0.03285921   -756.72808566   -756.69522645
       871      435.500       419.95      0.04388699   -756.72761866   -756.68373167
       872      436.000       338.45      0.03536977   -756.72738728   -756.69201752
       873      436.500       307.21      0.03210461   -756.72782586   -756.69572125
       874      437.000       256.75      0.02683114   -756.72831164   -756.70148050
       875      437.500       324.81      0.03394389   -756.72893201   -756.69498812
       876      438.000       308.92      0.03228348   -756.72849017   -756.69620669
       877      438.500       321.10      0.03355684   -756.72910006   -756.69554322
       878      439.000       395.46      0.04132763   -756.72835125   -756.68702361
       879      439.500       275.28      0.02876789   -756.72787019   -756.69910230
       880      440.000       315.20      0.03294012   -756.72841657   -756.69547646
       881      440.500       321.23      0.03356984   -756.72922335   -756.69565351
       882      441.000       308.53      0.03224287   -756.72906477   -756.69682190
       883      441.500       286.03      0.02989134   -756.72892034   -756.69902899
       884      442.000       355.69      0.03717173   -756.72916970   -756.69199796
       885      442.500       272.08      0.02843411   -756.72894119   -756.70050708
       886      443.000       281.46      0.02941360   -756.72929716   -756.69988357
       887      443.500       308.87      0.03227860   -756.72947296   -756.69719435
       888      444.000       346.89      0.03625152   -756.72927287   -756.69302136
       889      444.500       264.65      0.02765684   -756.72812996   -756.70047312
       890      445.000       243.35      0.02543128   -756.72807788   -756.70264660
       891      445.500       236.24      0.02468863   -756.72811734   -756.70342871
